artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Eikichi Yazawa,アルバム未収録集 (50th Anniversary Remastered),バラードよ永遠に - Remastered 2022,35,243102,False,0.665,0.558,6,-9.161,1,0.0311,0.27,0.000181,0.127,0.827,129.063,3,j-rock
Enigma,A Posteriori,Dreaming Of Andromeda,41,266053,False,0.666,0.442,10,-10.572,1,0.0289,0.261,0.436,0.113,0.332,105.022,4,new-age
Mr.Children,It's a wonderful world,渇いたkiss,35,314000,False,0.525,0.603,2,-7.399,1,0.0249,0.324,0.000238,0.12,0.507,89.868,4,j-rock
"Johnny Pacheco;Pete ""El Conde"" Rodriguez",La Perfecta Combinación,Blanca,31,163440,False,0.649,0.351,5,-8.041,1,0.0316,0.715,1.03e-05,0.381,0.784,117.627,4,salsa
Flower Face,The Shark in Your Water,Cornflower Blue,57,188864,False,0.177,0.215,3,-9.886,1,0.0335,0.807,0.000125,0.0921,0.0415,75.862,3,folk
Dabin;Dia Frampton,Wild Youth,Bloom,51,240000,False,0.599,0.565,1,-6.304,1,0.0265,0.227,4.32e-05,0.0984,0.142,134.125,4,electronic
Johann Sebastian Bach;Gundula Janowitz;Christa Ludwig;Fritz Wunderlich;Münchener Bach-Orchester;Karl Richter,Classical Christmas 2022,"Christmas Oratorio, BWV 248 / Pt. 5 - For the 1st Sunday in the New Year: No. 51 Terzetto: ""Ach, wann wird die Zeit erscheinen?""",0,320173,False,0.343,0.243,11,-15.404,0,0.0578,0.943,0.0,0.532,0.417,73.48,4,classical
Fairlane;Grant,Hypnotize,Hypnotize,44,187835,False,0.647,0.857,7,-5.017,0,0.0508,0.0148,0.000188,0.0883,0.447,92.007,4,dub
J Prince,Unlimited,Good oh,16,225388,False,0.83,0.842,8,-4.391,1,0.139,0.136,0.00397,0.0614,0.768,118.023,4,afrobeat
Christopher Zondaflex Tyler,Intermediate Tap 1,The Cincinnati Combo,10,123376,False,0.913,0.336,8,-19.046,1,0.26,0.0233,1.13e-05,0.0788,0.922,110.028,4,kids
Boards of Canada,The Campfire Headphase,Dayvan Cowboy,56,300186,False,0.322,0.615,11,-10.774,1,0.0427,0.507,0.819,0.0677,0.0361,167.95,4,trip-hop
Little Symphony,Serenity,Anvindr,26,175238,False,0.184,0.109,0,-24.131,1,0.0631,0.786,0.879,0.117,0.193,131.54,4,guitar
The Bombpops,Fear of Missing Out,Capable of Lies,22,155200,False,0.566,0.929,2,-4.663,1,0.0344,2.2e-05,0.0,0.0993,0.811,107.436,4,power-pop
The Jam,80s Bangers Vol. 2,Town Called Malice,0,174160,False,0.534,0.955,7,-5.338,1,0.0918,0.00368,0.0519,0.0719,0.759,101.724,4,punk
Emir Can İğrek,Ağır Roman,Güya,41,278333,False,0.337,0.333,7,-12.124,0,0.0399,0.724,0.000339,0.243,0.19,142.209,4,turkish
Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Liebeslied - Neue Aufnahme 2022,40,195257,False,0.518,0.995,0,-3.412,1,0.0901,1.11e-05,0.00161,0.0931,0.342,135.013,4,german
From The Vastland,Kamarikan,Call of the Mountain Battle,1,298285,False,0.234,0.533,5,-6.797,0,0.127,0.000122,0.913,0.224,0.0372,103.78,4,iranian
Surra,Ninho de Rato,No Lixo,23,52222,False,0.322,0.984,8,-6.852,1,0.375,0.0224,0.0573,0.39,0.0362,179.482,3,death-metal
Hillsong Young & Free,All Of My Best Friends,Indescribable - Studio,36,210314,False,0.633,0.694,0,-5.612,1,0.097,0.0998,0.0,0.0975,0.594,104.832,4,world-music
The Spits,VOL.V,Tomorrows Children,23,131920,False,0.351,0.974,11,-1.145,0,0.0666,0.00574,0.743,0.105,0.375,105.329,4,garage
Punch Brothers,Hell on Church Street,The Gold Rush,27,166027,False,0.427,0.237,2,-16.909,1,0.0356,0.913,0.601,0.122,0.235,96.201,3,bluegrass
告五人,帶我去找夜生活,帶我去找夜生活,56,299704,False,0.571,0.828,1,-6.448,1,0.0412,0.0165,0.124,0.107,0.648,128.003,4,mandopop
Ran-D,We Rule The Night,Hurricane - Radio Edit,57,295646,False,0.578,0.978,8,-1.554,0,0.414,0.0325,0.0,0.34,0.357,155.229,4,hardstyle
Nightwish,Dark Passion Play,Amaranth,58,231444,False,0.558,0.859,2,-3.992,0,0.0421,0.00469,0.00196,0.0831,0.31,127.98,4,opera
Uberzone,Ideology,4 Bit,13,289546,False,0.677,0.895,0,-6.245,1,0.0578,0.000513,0.607,0.116,0.121,133.981,4,breakbeat
HEDEGAARD;Era Wadi;CANCUN?,Don't Fuck With Me (feat. Era Wadi & CANCUN?),Don't Fuck With Me (feat. Era Wadi & CANCUN?),45,157810,True,0.82,0.812,0,-7.905,1,0.123,0.00325,1.07e-06,0.243,0.54,91.976,4,electronic
Plaid,Trainer,Scoobs In Columbia,11,334893,False,0.702,0.996,10,-7.349,0,0.0415,0.0746,0.818,0.298,0.693,118.128,4,idm
Gabriel Guedes de Almeida,Alvo Mais Que a Neve,Alvo Mais Que a Neve,41,330000,False,0.323,0.331,6,-9.682,1,0.0311,0.86,0.0,0.102,0.343,129.611,4,gospel
Shady Moon,Love Sick,Love Sick,59,155062,True,0.849,0.307,10,-12.631,1,0.228,0.767,4.62e-06,0.097,0.359,116.031,4,chill
Exaltasamba,Todos Os Sambas Ao Vivo,A Carta - Ao Vivo,51,292280,False,0.383,0.689,9,-8.44,1,0.0526,0.682,0.0,0.727,0.563,163.795,4,samba
Nat King Cole,Classic Christmas 2022,O Little Town Of Bethlehem - Remastered 1999,0,139466,False,0.29,0.164,4,-15.755,0,0.0302,0.909,3.52e-06,0.0961,0.231,107.841,3,jazz
Pennywise,Unknown Road (2005 Remaster),It's Up To Me - 2005 Remaster,34,196026,False,0.25,0.997,4,-4.201,0,0.139,0.00626,0.0,0.408,0.184,174.998,4,hardcore
Vybz Kartel;Keshan,The Goods,The Goods,18,254693,True,0.728,0.728,9,-6.208,1,0.216,0.175,0.0,0.0429,0.865,98.067,4,j-dance
William Luna,Tu Amor Ajeno,Te Recordare,23,299880,False,0.509,0.399,11,-11.697,0,0.0404,0.847,0.00418,0.103,0.283,178.182,4,guitar
Daughtry,Daughtry,Over You,55,204853,False,0.423,0.922,3,-2.602,1,0.0411,0.017,0.0,0.102,0.567,156.063,4,metal
Daddy Yankee,Bájale como 7500,RUMBATÓN,2,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,hip-hop
Bleeding Knees Club,Virginity,Truth or Dare,25,131586,False,0.541,0.987,3,-0.918,1,0.0396,0.506,0.837,0.418,0.759,105.152,4,garage
GusGus,Attention,Call Of The Wild,19,501360,False,0.839,0.808,8,-7.199,1,0.373,0.165,0.443,0.155,0.476,123.995,4,trip-hop
Ritviz;Nucleya,Baaraat,Baaraat,66,222096,False,0.678,0.449,4,-9.379,0,0.0869,0.477,0.0,0.536,0.606,100.033,4,indie-pop
Samantha Barks;Andy Karl;Original Broadway Cast of Pretty Woman,Pretty Woman: The Musical (Original Broadway Cast Recording),Long Way Home,25,202947,False,0.591,0.382,11,-8.849,1,0.0282,0.437,0.0,0.133,0.289,99.501,4,show-tunes
Leo Ku;葉巧琳,樓下有人,樓下有人,33,228930,False,0.545,0.368,7,-10.107,1,0.0471,0.862,0.0,0.0815,0.227,127.398,3,cantopop
Gorgon City;Katy Menditta,Sirens (Deluxe),Imagination,51,217960,False,0.682,0.701,0,-7.517,0,0.0327,0.0291,0.000643,0.298,0.402,121.989,4,garage
Chuck Berry,pov: you bake cookies,Run Rudolph Run,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,rock-n-roll
Daddy Yankee,Reggeaton Imperdible,RUMBATÓN,5,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,latin
Troye Sivan,Angel Baby,Angel Baby,82,220779,False,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,4,dance
Rauw Alejandro,VICE VERSA,Todo De Ti,78,199604,True,0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,4,latino
Y.V.E. 48,Waiting for You,Waiting for You,56,152000,False,0.69,0.608,9,-8.006,0,0.0311,0.00529,0.00473,0.193,0.33,102.984,4,french
Prateek Kuhad,Raat Raazi,Raat Raazi,41,286956,False,0.481,0.254,4,-10.642,1,0.0307,0.756,0.372,0.103,0.138,105.418,4,indie-pop
Bhuvan Bam,Heer Ranjha,Heer Ranjha,56,261804,False,0.539,0.547,2,-11.391,1,0.0345,0.842,0.00771,0.0774,0.175,97.066,3,indie
Tyler Ward;Madysyn,he said. she said.,Shallow - Acoustic,52,182553,False,0.332,0.282,7,-7.257,1,0.044,0.825,0.0,0.104,0.234,187.057,4,acoustic
De-Phazz;Pat Appleton;Joo Kraus,Jelly Banquet,Open Skies,19,222127,False,0.586,0.495,2,-12.564,1,0.0302,0.0687,0.77,0.149,0.446,156.454,4,trip-hop
Shiritsu Ebisu Chugaku,イヤフォン・ライオット,イヤフォン・ライオット,25,238999,False,0.665,0.784,6,-4.693,1,0.0499,0.00781,0.0,0.12,0.846,138.029,4,j-idol
Pola & Bryson,Lost in Thought,Hades,19,277340,False,0.606,0.825,6,-6.638,0,0.0626,0.00565,0.804,0.0929,0.0703,173.964,4,drum-and-bass
Maisie Peters,Good Enough - Easy Pop,Good Enough,0,221377,False,0.587,0.319,5,-7.479,1,0.0517,0.816,0.0,0.101,0.26,75.279,4,indie
Bernadette Peters;Tom Wopat,Annie Get Your Gun: The New Broadway Cast Recording,Anything You Can Do,50,197973,False,0.561,0.559,10,-6.026,1,0.174,0.766,0.0,0.342,0.504,81.535,4,show-tunes
Amon Tobin,Foley Room,At The End Of The Day,48,192200,False,0.465,0.78,8,-7.064,1,0.0323,0.264,3.68e-05,0.35,0.329,81.989,4,trip-hop
Lionel Richie,Can't Slow Down,Stuck On You,71,192066,False,0.509,0.317,5,-16.063,1,0.0305,0.621,5.28e-05,0.0878,0.247,131.783,4,disco
The Rolling Stones,Out Of Our Heads,(I Can't Get No) Satisfaction - Mono Version,77,222813,False,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4,british
Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,Tinta Roja 1971,Tinta Roja (with Roberto Goyeneche),16,178866,False,0.483,0.456,2,-6.482,1,0.0427,0.676,0.0,0.136,0.509,58.628,4,tango
Beave,Good 4 U,Good 4 U,59,156190,True,0.701,0.842,6,-7.819,0,0.0872,0.337,0.00025,0.835,0.559,125.959,4,groove
Patty Shukla,Sing and Play,If You're Happy and You Know It,22,192280,False,0.634,0.871,7,-4.814,1,0.229,0.105,2.67e-05,0.133,0.839,146.053,4,kids
Kai Wachi;RUNN,Better Off Alone,Better Off Alone,47,291635,False,0.536,0.782,2,-3.164,0,0.0539,0.0498,0.00914,0.0773,0.183,150.131,4,dubstep
Set It Off;Ash Costello,Cinematics (Expanded Edition),Partners in Crime (feat. Ash Costello),68,211026,False,0.376,0.939,1,-3.437,1,0.0572,0.00704,0.0,0.116,0.815,190.109,4,punk-rock
Arijit Singh;Mithoon,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",72,284779,False,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368,4,pop
Grupo Lluvia,15 Baladas Inolvidables Vol. 1 - Las Mejores,Una Vieja Canción De Amor,32,210053,False,0.702,0.351,7,-14.238,1,0.0304,0.227,9.43e-06,0.11,0.599,99.514,3,rock-n-roll
Inner City,Paradise,And I Do,13,249040,False,0.669,0.519,7,-16.943,1,0.0513,0.001,0.257,0.276,0.874,133.585,4,detroit-techno
SVDDEN DEATH,VOYD Vol. 1.5,Behemoth VIP,53,114857,False,0.849,0.878,10,-0.072,0,0.33,0.0799,0.567,0.0302,0.564,139.879,4,dub
Brando;Ninetails,Armada Music - ADE 2022,Saturday Night (Feel The Groove),0,153925,False,0.692,0.775,4,-4.241,0,0.0617,0.0278,0.0,0.427,0.634,121.994,4,edm
Promoting Sounds;DIRTYXAN,HIT THE FLOOR,HIT THE FLOOR,56,117394,True,0.787,0.502,9,-5.119,0,0.37,0.104,0.00112,0.234,0.506,180.038,4,emo
Paul Cardall,Primary Worship,This is God's House,28,181040,False,0.418,0.0511,5,-19.234,1,0.0708,0.992,0.96,0.111,0.137,138.34,4,new-age
Jason Derulo;Kodak Black,Upbeat Pop,Slidin',0,156300,True,0.695,0.884,11,-1.953,0,0.172,0.106,0.0,0.134,0.803,100.088,4,dance
Sushant KC,Risaune Bhaye,Risaune Bhaye,53,196800,False,0.388,0.51,0,-12.182,1,0.0594,0.742,3.7e-05,0.109,0.587,149.995,3,indie
EXE ROHIT,Khamoshiyan (Lofi),Khamoshiyan - Lofi,53,368953,False,0.486,0.535,0,-7.986,0,0.0283,0.827,0.00265,0.115,0.299,129.508,3,indian
Kevin Saunderson;paris grey;Ann Saunderson;Graeme Park;Mike Pickering;Manchester Camerata;Yvonne Shelton;Tim Crooks,Haçienda Classiçal,Good Life,13,182859,False,0.646,0.815,4,-7.717,0,0.0416,0.24,0.00457,0.127,0.786,126.005,4,detroit-techno
Tainy;J Balvin,Regageton Para Niños,"Agua - Music From ""Sponge On The Run"" Movie",2,157944,False,0.76,0.658,7,-5.275,1,0.275,0.162,0.0,0.195,0.565,100.202,4,reggaeton
Khantrast,Naruto Theme Song Freestyle,Naruto Theme Song Freestyle,52,144308,True,0.844,0.891,2,-2.161,1,0.302,0.216,0.0,0.163,0.591,126.98,4,anime
Gabriel Gonti,Atrás da Cortina,Atrás da Cortina,41,196594,False,0.544,0.61,11,-9.201,0,0.0372,0.177,0.0038,0.247,0.817,182.103,4,mpb
Sakurako Ohara,V,踊ろう,20,265400,False,0.535,0.938,2,-2.317,1,0.0539,0.137,0.0,0.315,0.524,134.982,4,j-idol
George Ezra,Wanted on Voyage (Expanded Edition),Blame It on Me,68,196400,False,0.537,0.757,3,-3.374,1,0.0274,0.473,0.0,0.341,0.421,103.882,4,songwriter
All Time Low,Future Hearts,Kids In The Dark,60,216689,False,0.519,0.981,1,-3.472,0,0.0733,0.00137,0.000164,0.0903,0.765,130.043,4,punk
sammy rash,sailboat,sailboat,48,101053,False,0.74,0.295,9,-8.717,1,0.148,0.696,0.0,0.408,0.929,158.026,4,sad
=LOVE,ウィークエンドシトロン,ズッ友案件,31,210466,False,0.748,0.856,4,-3.981,1,0.0392,0.155,0.0,0.35,0.889,126.035,4,j-idol
Seven Lions;Eli Teplin,Beyond The Veil,Between (feat. Eli Teplin),0,237539,False,0.417,0.502,0,-10.996,0,0.0377,0.768,0.759,0.081,0.182,140.091,4,dub
Isadora Pompeo,Seja Forte,Seja Forte,51,253866,False,0.567,0.609,7,-5.453,1,0.0322,0.00399,2.67e-06,0.106,0.276,128.132,4,gospel
Pepeu Gomes,Meu Coração,Deusa do Amor,43,278466,False,0.845,0.191,7,-10.987,1,0.0397,0.892,2.97e-06,0.111,0.272,113.017,4,mpb
The Spencer Davis Group,(60's) Sixties Collected Volume 2,Keep On Running - Remastered 2010,0,168280,False,0.671,0.689,9,-7.755,1,0.0932,0.328,2.95e-06,0.352,0.811,138.306,4,r-n-b
Danny Saucedo;Niello,JULMYS,Kungar av December,2,173906,False,0.681,0.775,11,-7.194,0,0.0945,0.0622,0.0,0.392,0.938,92.956,4,swedish
HUGEL;Amber Van Day,WTF (feat. Amber Van Day),WTF (feat. Amber Van Day),64,160686,True,0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12e-06,0.704,0.865,123.985,4,edm
Jopin;Saulo,Amor Pra Recomeçar,Amor Pra Recomeçar,47,158095,False,0.633,0.678,7,-10.141,1,0.0339,0.0857,0.0,0.414,0.582,125.985,4,brazil
Brutal Truth,Sounds of the Animal Kingdom / Kill Trend Suicide,K.A.P.,12,83240,False,0.144,0.837,2,-3.044,1,0.0829,3.11e-06,0.887,0.682,0.0306,94.099,4,grindcore
The Wood Brothers,One Drop of Truth,Strange as it Seems,25,268306,False,0.485,0.113,2,-13.116,1,0.0345,0.883,0.00763,0.108,0.0628,145.722,4,bluegrass
Roberto Goyeneche;Raúl Garello y su Orquesta,Esenciales,Malevaje (with Raúl Garello y su Orquesta),17,168213,False,0.549,0.581,2,-6.559,1,0.0496,0.726,0.00147,0.111,0.555,112.784,4,tango
Deep Purple,Deep Purple in Rock (Anniversary Edition),Child in Time - 1995 Remaster,57,613440,False,0.344,0.497,9,-9.295,0,0.0366,0.0167,0.453,0.108,0.356,127.707,4,psych-rock
Rodney Carrington,Morning Wood,More Of A Man - Live,22,147866,True,0.495,0.372,4,-12.388,1,0.0356,0.867,0.0,0.857,0.685,90.626,4,comedy
Zarcort,Halo 4 Rap,Halo 4 Rap,38,104698,False,0.683,0.875,4,-8.121,0,0.0895,0.298,0.0,0.916,0.607,128.453,4,anime
Jubin Nautiyal,Bajrangi Bhaijaan,Zindagi Kuch Toh Bata (Reprise),64,258877,False,0.528,0.615,5,-7.118,1,0.0372,0.491,0.000111,0.104,0.225,123.988,4,pop-film
Mc Magal;Mc Kako;MC Murilo MT;MC Leozinho ZS;MC Neguinho do Kaxeta,Rabeteira,Rabeteira,44,512000,True,0.616,0.555,5,-6.453,0,0.346,0.561,0.0,0.104,0.735,104.813,4,funk
Şanışer,Umut,Beni Kır,44,266382,False,0.53,0.444,6,-11.976,0,0.187,0.272,0.0,0.253,0.367,84.889,4,turkish
Carlos Gardel,Carlos Gardel - Sus Mejores Tangos,La Milonga,24,166160,False,0.586,0.249,7,-14.297,0,0.241,0.996,0.913,0.198,0.624,119.379,4,tango
Harry Nach,1:00 Am,1:00 Am,42,272000,True,0.736,0.752,6,-7.393,1,0.0454,0.696,2.84e-06,0.136,0.609,99.96,4,latino
GASHI;French Montana;DJ Snake,Creep On Me,Creep On Me,58,194777,False,0.449,0.597,9,-4.401,0,0.14,0.347,1.03e-05,0.197,0.505,134.598,5,soul
Chris Jedi;J Balvin;Ozuna;Arcangel,En la nada,Ahora Dice,0,270493,False,0.704,0.691,6,-5.414,1,0.158,0.255,0.0,0.129,0.427,143.982,4,reggae
Daya,"Sit Still, Look Pretty","Sit Still, Look Pretty",63,202226,False,0.655,0.787,2,-3.031,1,0.264,0.122,3.11e-06,0.178,0.554,181.799,4,edm
Columbine,"Adieu, au revoir",Indochine,32,198040,True,0.571,0.59,9,-8.514,0,0.109,0.517,0.0,0.105,0.274,139.803,4,french
Mc_team,Frecuencias Curativas Solfeggio 528 Hz,528Hz Energía curativa profunda,24,166746,False,0.0865,0.00504,5,-36.082,0,0.0494,0.991,0.965,0.101,0.138,169.362,4,world-music
Rachel Reis,Meu Esquema,Flerte,41,142911,False,0.48,0.727,8,-6.671,1,0.0864,0.442,0.252,0.0812,0.631,90.009,4,mpb
System Of A Down,System Of A Down,Spiders,68,215440,False,0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,4,metal
Şanışer,LUDOVICO II,Yanıma Gelmesinler,44,199026,True,0.663,0.579,7,-11.992,1,0.226,0.0664,0.0,0.245,0.592,99.957,4,turkish
Westend;Role-Models;Eluera,Moderation (At Night),Moderation (At Night),53,174720,False,0.674,0.856,6,-6.454,1,0.0317,0.25,0.0107,0.042,0.311,124.965,4,groove
Soró Silva,Casinha La do Fundo,Casinha La do Fundo,37,194525,False,0.677,0.833,6,-3.52,0,0.0408,0.368,0.0,0.0715,0.816,174.027,4,forro
Seal,Best 1991 - 2004,Kiss from a Rose - Acoustic,55,324066,False,0.66,0.407,4,-9.72,0,0.0355,0.743,0.0,0.0784,0.268,119.354,3,british
Cybotron,Clear,The Line,9,301440,False,0.666,0.868,0,-12.483,1,0.0446,0.0354,0.0113,0.0736,0.863,134.649,4,detroit-techno
Kyle Kinane,"""I Liked His Old Stuff Better""",This Track Is Not Called Quiet on Tha Set,25,310997,True,0.621,0.626,1,-6.38,0,0.915,0.67,0.0,0.632,0.519,87.589,3,comedy
Fields Of The Nephilim,Dawnrazor,Dawnrazor,21,429200,False,0.288,0.494,2,-17.096,1,0.0297,0.000433,0.108,0.243,0.468,135.87,4,goth
Bury Tomorrow,Cannibal,Choke,55,227440,False,0.503,0.981,1,-5.701,1,0.0936,0.000682,9.06e-05,0.194,0.34,124.91,4,metalcore
ChuChu TV,"ChuChu TV Nursery Rhymes, Vol. 3",Abcd Alphabet Song,39,89429,False,0.694,0.818,0,-3.959,1,0.123,0.0838,0.0119,0.32,0.791,180.116,4,children
Survive Said The Prophet,MUKANJYO,MUKANJYO,64,192400,False,0.468,0.961,7,-4.082,1,0.114,0.00364,0.0,0.226,0.31,94.926,4,alt-rock
Eric Land;Tarcísio do Acordeon,Esqueceu Foi Porra,Esqueceu Foi Porra,61,177531,False,0.624,0.938,10,-1.145,0,0.0644,0.129,0.0,0.327,0.836,149.887,4,sertanejo
Mark Farina;Homero Espinosa,Your Fantasy,Your Fantasy,11,416239,False,0.74,0.712,0,-7.957,1,0.0603,0.00092,0.77,0.095,0.675,123.503,4,chicago-house
Gin Blossoms,New Miserable Experience,Until I Fall Away,28,232466,False,0.58,0.863,1,-5.024,0,0.0312,0.0021,0.00959,0.055,0.729,122.777,4,grunge
Big Mucci,Big Mucci the Bikers Shuffle & Line-Dance / Slide Collection,Happy Birthday Slide,15,224314,False,0.857,0.696,9,-7.579,1,0.288,0.024,0.0,0.138,0.758,132.99,4,kids
Higuchi Ai,Akuma no Ko,Akuma no Ko,65,227679,False,0.561,0.686,6,-6.273,0,0.0473,0.267,0.0,0.137,0.22,89.97,4,alternative
John Mayer,Sob Rock,Last Train Home,69,187306,False,0.591,0.831,4,-6.612,1,0.0355,0.235,0.00142,0.0571,0.678,93.007,4,singer-songwriter
BK;El Lif Beatz,Castelos & Ruínas,Um Dia de Chuva Qualquer,44,219753,False,0.715,0.842,1,-4.662,1,0.214,0.664,0.000753,0.149,0.725,90.028,4,brazil
Stevie Wonder,Coffee Break,Saturn,1,293773,False,0.541,0.485,0,-13.161,1,0.0372,0.353,0.0,0.634,0.211,87.577,4,soul
Timbalada,Cada Cabeca É Um Mundo,Toneladas De Desejo,39,187533,False,0.74,0.72,7,-8.464,1,0.0923,0.514,1.94e-05,0.263,0.826,117.183,4,samba
Mr.Children,Versus,Replay,40,269600,False,0.633,0.717,2,-8.476,1,0.0288,0.109,0.0,0.17,0.608,118.205,4,j-rock
Rose Royce,The Very Best Of Rose Royce,Ooh Boy,29,258760,False,0.538,0.435,0,-10.767,1,0.103,0.628,0.0,0.0767,0.568,98.891,4,disco
DJ Snake;Lauv,A Different Way (with Lauv),A Different Way (with Lauv),66,198285,False,0.784,0.757,8,-3.912,1,0.0384,0.495,1.18e-06,0.142,0.587,104.996,4,electro
STARSET,Transmissions (Deluxe Version),My Demons,73,288036,False,0.274,0.652,5,-6.196,0,0.0625,0.00768,6.42e-05,0.108,0.1,173.008,4,rock
New Model Army,No Rest For The Wicked,My Country,22,220333,False,0.208,0.928,4,-10.943,0,0.0726,0.00215,0.0,0.343,0.587,198.843,4,goth
Valley,Last Birthday,Like 1999,69,144742,True,0.733,0.382,7,-7.955,1,0.0459,0.132,0.0,0.162,0.517,98.027,4,electro
Lea Salonga,The Journey so Far,Fallin' / I Still Believe in Love,25,352933,False,0.552,0.345,10,-11.426,1,0.423,0.887,1.63e-06,0.79,0.447,136.953,4,show-tunes
voXXclub,Geiles Himmelblau,Geiles Himmelblau,26,178866,False,0.714,0.86,9,-6.646,0,0.091,0.0878,0.0,0.341,0.895,135.984,4,party
Mabel,Christmas Day Chill,Loneliest Time Of Year,0,202693,False,0.517,0.609,7,-5.702,1,0.0291,0.0631,0.0,0.106,0.239,92.093,4,house
Silvanno Salles,Volume 22,Fotos e Lembranças,42,182961,False,0.713,0.819,0,-4.238,1,0.0463,0.719,0.0,0.378,0.56,139.007,4,forro
Los Hermanos,Bloco Do Eu Sozinho,Adeus Você,40,178893,False,0.77,0.324,10,-10.911,0,0.0371,0.549,4.17e-05,0.104,0.508,104.523,4,r-n-b
Ocoeur,Light as a Feather,Astral Projection,9,342455,False,0.755,0.569,9,-9.201,0,0.0557,0.164,0.895,0.148,0.115,114.997,4,idm
Владимир Бунчиков,Севастопольский Вальс (1943 - 1961),"Это мы, молодежь",0,172963,False,0.495,0.535,3,-10.856,0,0.0457,0.914,0.0,0.347,0.368,122.722,4,romance
De Doelleazen;Henk Wijngaard,Gek Yne Kop,Hé Suzie,34,184157,False,0.634,0.95,10,-7.199,0,0.0662,0.0883,0.0435,0.187,0.608,174.976,4,happy
Kaunis Kuolematon,Syttyköön Toinen Aurinko,Syttyköön toinen aurinko,22,347900,False,0.138,0.907,11,-6.708,0,0.176,0.000915,0.955,0.0774,0.0692,77.985,3,death-metal
Rebeca Carvalho;Gabriela Rocha,Até te Encontrar (Ao Vivo),Até te Encontrar - Ao Vivo,55,576860,False,0.254,0.619,5,-6.779,1,0.0369,0.526,0.0,0.692,0.311,138.093,4,brazil
Salim–Sulaiman;Vishal Dadlani,Kurbaan (Original Motion Picture Soundtrack),Kurbaan Hua,49,259360,False,0.54,0.718,2,-6.169,0,0.0429,0.022,0.000119,0.248,0.526,166.003,4,indian
Mc Kevin,Ombro Amigo,Ombro Amigo,44,141618,True,0.862,0.53,11,-6.096,0,0.0492,0.261,0.0,0.0766,0.316,120.093,4,funk
Jubël,WORKOUT MOTIVATION,So Sick,0,177634,False,0.575,0.75,3,-6.636,1,0.0589,0.294,0.0,0.138,0.298,99.86,4,house
EJ De Perio,Tama Na,Tama Na,28,230545,False,0.492,0.33,4,-8.967,1,0.0285,0.266,0.0,0.297,0.109,132.005,4,acoustic
Stéphane Grappelli;Joe Pass;Niels-Henning Ørsted Pedersen,Fiesta temática 70s,Time After Time - Live - Instrumental,0,321106,False,0.491,0.212,9,-19.719,0,0.0726,0.908,0.0909,0.954,0.341,111.116,3,french
Francisco Canaro,"Tangos para Aficionados, Vol. 1",Madreselva,0,185866,False,0.698,0.159,8,-11.612,1,0.209,0.986,0.0,0.202,0.499,108.016,4,tango
Motionless In White,Disguise,Headache,56,209027,True,0.436,0.942,5,-3.584,1,0.0955,0.00021,1.65e-06,0.0824,0.636,170.046,4,metalcore
UFO,Phenomenon (2007 Remaster),Doctor Doctor - 2007 Remaster,61,252453,False,0.361,0.799,2,-6.962,0,0.0392,0.000173,9.13e-05,0.496,0.576,143.077,4,psych-rock
MINO;ZICO,Show Me the Money 4 Episode 6,Okay Dokey,63,248202,False,0.828,0.61,1,-4.23,1,0.0528,0.00544,0.0,0.158,0.311,126.011,4,k-pop
Wishbone Ash,Best 70s Rock Tunes,Ships In The Sky,0,179666,False,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,3,blues
Los Corazones Solitarios,16 Exitos Serie de Coleccion,El Tiempo Que Haz Llorado,28,179386,False,0.488,0.484,4,-11.425,1,0.103,0.0441,0.278,0.265,0.723,91.962,4,rock-n-roll
Pedro Laurenz;Martín Podestá,Que Nunca Me Falte,La Vida Es Una Milonga,19,144880,False,0.746,0.47,5,-4.538,0,0.0424,0.962,0.0171,0.403,0.905,109.196,4,tango
